💖央视,#genre#
CCTV16[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226230/index.m3u8
CCTV16[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8
CCTV17[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV17[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV17[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225909/index.m3u8
CCTV1[1920*1080],http://39.134.66.48/PLTV/88888888/224/3221225816/index.m3u8
CCTV1[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225816/index.m3u8
CCTV1[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225816/index.m3u8
CCTV1[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225816/index.m3u8
CCTV3[1920*1080],http://39.134.66.46/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225799/index.m3u8
CCTV3[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225799/index.m3u8
CCTV5[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
CCTV5[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225818/index.m3u8
CCTV5[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225818/index.m3u8
CCTV5[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225818/index.m3u8
CCTV5[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225818/index.m3u8
CCTV5+[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225507/index.m3u8
CCTV5+[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225507/index.m3u8
CCTV6[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920*1080],http://39.134.65.177/PLTV/88888888/224/3221225814/index.m3u8
CCTV6[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225814/index.m3u8
CCTV7[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225671/index.m3u8
CCTV7[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225671/index.m3u8
CCTV7[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225671/index.m3u8
CCTV7[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225671/index.m3u8
CCTV7[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225671/index.m3u8
CCTV7[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225671/index.m3u8
CCTV8[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225795/index.m3u8
CCTV8[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225795/index.m3u8
CCTV8[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225795/index.m3u8
CCTV8[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225795/index.m3u8
CCTV8[1920*1080],http://39.134.65.177/PLTV/88888888/224/3221225795/index.m3u8
CCTV9[1920*1080],http://39.134.66.46/PLTV/88888888/224/3221225676/index.m3u8
CCTV9[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225676/index.m3u8
CCTV9[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225676/index.m3u8
CCTV9[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225676/index.m3u8
CCTV9[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225676/index.m3u8
CCTV9[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225676/index.m3u8
CCTV10[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225677/index.m3u8
CCTV10[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225677/index.m3u8
CCTV10[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225677/index.m3u8
CCTV10[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225677/index.m3u8
CCTV10[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225677/index.m3u8
CCTV10[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV12[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV12[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225669/index.m3u8
CCTV12[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225669/index.m3u8
CCTV12[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225669/index.m3u8
CCTV12[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225669/index.m3u8
CCTV12[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225669/index.m3u8
CCTV14[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225674/index.m3u8
CCTV14[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV17[1920*1080],http://39.134.66.46/PLTV/88888888/224/3221225708/index.m3u8
CCTV17[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225708/index.m3u8
CCTV17[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225708/index.m3u8
CCTV1[1920*1080],http://117.148.179.155/PLTV/88888888/224/3221231468/1.m3u8
CCTV2[1920*1080],http://117.148.179.147/PLTV/88888888/224/3221231678/1.m3u8
CCTV3[1920*1080],http://117.148.179.183/PLTV/88888888/224/3221231682/1.m3u8
CCTV4[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231726/1.m3u8
CCTV4[1920*1080],http://117.148.179.182/PLTV/88888888/224/3221231726/1.m3u8
CCTV4[1920*1080],http://117.148.179.162/PLTV/88888888/224/3221231615/1.m3u8
CCTV4[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231654/1.m3u8
CCTV5+[1920*1080],http://117.148.179.136/PLTV/88888888/224/3221231459/1.m3u8
CCTV6[1920*1080],http://117.148.179.153/PLTV/88888888/224/3221231724/1.m3u8
CCTV7[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231633/1.m3u8
CCTV8[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231694/1.m3u8
CCTV9[1920*1080],http://117.148.179.162/PLTV/88888888/224/3221231697/1.m3u8
CCTV10[1920*1080],http://117.148.179.164/PLTV/88888888/224/3221232492/1.m3u8
CCTV10[1920*1080],http://117.148.179.175/PLTV/88888888/224/3221231666/1.m3u8
CCTV11[1920*1080],http://117.148.179.164/PLTV/88888888/224/3221231711/1.m3u8
CCTV12[1920*1080],http://117.148.179.150/PLTV/88888888/224/3221231660/1.m3u8
CCTV14[1920*1080],http://117.148.179.182/PLTV/88888888/224/3221231648/1.m3u8
CCTV15[1920*1080],http://117.148.179.169/PLTV/88888888/224/3221231693/1.m3u8
CCTV17[1920*1080],http://117.148.179.167/PLTV/88888888/224/3221231772/1.m3u8
CCTV4EUO[1920*1080],http://117.148.179.162/PLTV/88888888/224/3221231615/1.m3u8
CCTV4AME[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231654/1.m3u8
CCTV8K[1920*1080],http://117.148.179.148/PLTV/88888888/224/3221233350/1.m3u8
CCTV1[1920*1080],http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV3[1920*1080],http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4K[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233400/1.m3u8
CCTV8K[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233350/1.m3u8
CCTV8K[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233404/1.m3u8
CCTV8K[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233413/1.m3u8
CCTV4K[1920*1080],http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV16[1920*1080],http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV3[1920*1080],http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV5[1920*1080],http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8

📺卫视蓝光,#genre#
东方卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
江苏卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
北京卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
湖南卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
山东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8
东南卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
广东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
广东卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8
江西卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
江西卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
安徽卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8
安徽卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
浙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
深圳卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
天津卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8
天津卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
黑龙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8
湖北卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
辽宁卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8
重庆卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视[1920*1080],http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8
东方卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225659/index.m3u8
江苏卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225702/index.m3u8
北京卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
北京卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225673/index.m3u8
湖南卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
山东卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225738/index.m3u8
东南卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
广东卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225742/index.m3u8
江西卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225705/index.m3u8
安徽卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
浙江卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888910/224/3221225703/index.m3u8
辽宁卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
重庆卫视[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8
湖南卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225745/index.m3u8
江苏卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225702/index.m3u8
江苏卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225743/index.m3u8
浙江卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225703/index.m3u8
浙江卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225744/index.m3u8
东方卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225658/index.m3u8
东方卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225659/index.m3u8
广东卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225701/index.m3u8
广东卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225742/index.m3u8
深圳卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8
深圳卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225741/index.m3u8
北京卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225674/index.m3u8
天津卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225698/index.m3u8
天津卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225739/index.m3u8
山东卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225697/index.m3u8
山东卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225738/index.m3u8
湖北卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225699/index.m3u8
湖北卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225740/index.m3u8
黑龙江卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225690/index.m3u8
黑龙江卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225736/index.m3u8
安徽卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225691/index.m3u8
安徽卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225737/index.m3u8
辽宁卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225735/index.m3u8
东南卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225657/index.m3u8
江西卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225705/index.m3u8
江西卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225746/index.m3u8
重庆卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225692/index.m3u8
重庆卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225734/index.m3u8
广西卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8
四川卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225487/index.m3u8?fmt=ts2hls
河北卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
河南卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls
贵州卫视[1920*1080],http://39.135.138.58:18890/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls
东方卫视[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231738/1.m3u8
江苏卫视[1920*1080],http://117.148.179.175/PLTV/88888888/224/3221231447/1.m3u8
北京卫视[1920*1080],http://117.148.179.168/PLTV/88888888/224/3221231732/1.m3u8
湖南卫视[1920*1080],http://117.148.179.172/PLTV/88888888/224/3221231729/1.m3u8
湖南卫视[1920*1080],http://117.148.179.135/PLTV/88888888/224/3221230206/1.m3u8
湖南卫视[1920*1080],http://117.148.179.148/PLTV/88888888/224/3221230824/1.m3u8
广东卫视[1920*1080],http://117.148.179.141/PLTV/88888888/224/3221231891/1.m3u8
江西卫视[1920*1080],http://117.148.179.141/PLTV/88888888/224/3221231964/1.m3u8
浙江卫视[1920*1080],http://117.148.179.140/PLTV/88888888/224/3221229352/1.m3u8
黑龙江卫视[1920*1080],http://117.148.179.141/PLTV/88888888/224/3221231967/1.m3u8
湖北卫视[1920*1080],http://117.148.179.142/PLTV/88888888/224/3221231888/1.m3u8
辽宁卫视[1920*1080],http://117.148.179.152/PLTV/88888888/224/3221231802/1.m3u8
四川卫视[1920*1080],http://117.148.179.142/PLTV/88888888/224/3221231885/1.m3u8
东方卫视[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231738/1.m3u8
辽宁卫视[1920*1080],http://117.148.179.160/PLTV/88888888/224/3221231802/1.m3u8
湖南卫视[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225506/index.m3u8
江苏卫视[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225882/index.m3u8
江苏卫视[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225503/index.m3u8
浙江卫视[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225880/index.m3u8
浙江卫视[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225514/index.m3u8
东方卫视[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225672/index.m3u8
东方卫视[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225672/index.m3u8
东方卫视[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225672/index.m3u8
东方卫视[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225865/index.m3u8
东方卫视[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225672/index.m3u8
广东卫视[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225859/index.m3u8
广东卫视[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225859/index.m3u8
深圳卫视[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225886/index.m3u8
深圳卫视[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视[1920*1080],http://39.134.65.177/PLTV/88888888/224/3221225886/index.m3u8
北京卫视[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225678/index.m3u8
北京卫视[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225678/index.m3u8
北京卫视[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225678/index.m3u8
北京卫视[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225855/index.m3u8
天津卫视[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225665/index.m3u8
天津卫视[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225878/index.m3u8
天津卫视[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225878/index.m3u8
天津卫视[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225665/index.m3u8
天津卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
山东卫视[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225857/index.m3u8
山东卫视[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225857/index.m3u8
湖北卫视[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225871/index.m3u8
湖北卫视[1920*1080],http://39.134.65.177/PLTV/88888888/224/3221225871/index.m3u8
湖北卫视[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225871/index.m3u8
湖北卫视[1920*1080],http://39.134.65.162/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视[1920*1080],http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
黑龙江卫视[1920*1080],http://39.134.67.226/PLTV/88888888/224/3221225847/index.m3u8
黑龙江卫视[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225847/index.m3u8
黑龙江卫视[1920*1080],http://39.134.65.177/PLTV/88888888/224/3221225847/index.m3u8
安徽卫视[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225851/index.m3u8
安徽卫视[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225851/index.m3u8
东南卫视[1920*1080],http://39.134.65.175/PLTV/88888888/224/3221225863/index.m3u8
江西卫视[1920*1080],http://39.134.65.173/PLTV/88888888/224/3221225884/index.m3u8
重庆卫视[1920*1080],http://39.134.65.181/PLTV/88888888/224/3221225873/index.m3u8
河南卫视[1920*1080],http://39.134.65.166/PLTV/88888888/224/3221225890/index.m3u8
贵州卫视[1920*1080],http://39.134.65.149/PLTV/88888888/224/3221225974/index.m3u8
海南卫视[1920*1080],http://39.134.65.164/PLTV/88888888/224/3221225869/index.m3u8
海南卫视[1920*1080],http://39.134.65.183/PLTV/88888888/224/3221225869/index.m3u8
贵州卫视[1920*1080],http://39.134.65.179/PLTV/88888888/224/3221225888/index.m3u8
吉林卫视[1920*1080],http://39.134.65.177/PLTV/88888888/224/3221225872/index.m3u8
四川卫视[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231885/1.m3u8
厦门卫视[1920*1080],http://39.135.55.7:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1&IASHttpSessionId=OTT
浙江卫视[1920*1080],http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
兵团卫视[1920*1080],http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w544078748.m3u8
湖南卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnwshd/4000000/mnf.m3u8
东南卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/dnwshd/4000000/mnf.m3u8
天津卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/tjwshd/4000000/mnf.m3u8
黑龙江卫视[1920*1080],http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hljwshd/4000000/mnf.m3u8

🗼港澳台,#genre#
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://183.207.249.35/PLTV/3/224/3221226922/index.m3u8
凤凰中文,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
凤凰中文,http://39.135.55.72:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1&IASHttpSessionId=OTT
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?zgangd
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8
凤凰资讯,http://111.59.189.40:8445/tsfile/live/1021_1.m3u8?zgangd
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8#http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8#http://39.135.55.105:6610/PLTV/88888888/224/3221227222/index.m3u8?servicetype=1#http://117.169.120.138:8080/live/fhchinese/index.m3u8#https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8#http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8#http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8#http://39.135.55.105:6610/PLTV/88888888/224/3221227226/index.m3u8?servicetype=1#http://117.169.120.138:8080/live/fhzixun/.m3u8#http://117.169.120.138:8080/live/fhzixun/index.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8#http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
凤凰香港,http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8#http://hk.jilu8.cn/81/index.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8#http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8#http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
凤凰卫视,http://117.169.120.138:8080/live/fhchinese/.m3u8#http://117.169.120.138:8080/live/fhchinese/index.m3u8#http://gxfrg007.8800.org:8282/tsfile/live/1064_1.m3u8#http://117.169.120.138:8080/live/fhchinese/index.m3u8#http://117.169.120.138:8080/live/fhchinese/.m3u8
翡翠台，http://120.84.96.226:808/hls/25/index.m3u8
翡翠台，http://113.64.147.49:808/hls/67/index.m3u8
翡翠台，http://icvplay.zonekey.com.cn/live/a7a676e1c544584d4df380ec0af16858.flv
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
TVB 明珠台,http://kkmix1.f3322.net:825/hls/ch1/s.m3u8
TVB 明珠台,http://qwas.eatuo.com:9901/tsfile/live/1014_1.m3u8
TVB 明珠台,http://120.84.96.32:808/hls/26/index.m3u8
TVB 明珠台,http://radius.8866.org:880/hls/84/index.m3u8
TVB 星河台,http://gxfrg007.8800.org:8282/tsfile/live/1062_1.m3u8
TVB J1,https://bcovlive-a.akamaihd.net/f23dfe49b06b45d8878b55b4b6909595/us-west-2/5324042807001/4a3bca5b047b4564b18bb12dfa26ba62/playlist_ssaiM.m3u8
TVB J2,https://aaaaa.pejian.com:443/xgj2/xgj2app.m3u8
TVB J2,https://bf.kanjc.com/11666/11666.m3u8
TVB J2,https://h.youtalk.top/hkj2b/49.m3u8
